Project ID,Project Name,Project Type,Location,Start Date,End Date,Project Status,Priority,Task ID,Task Name,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Progress,Duplicate Task ID(within project),processed_description
P080,Bridge Maintenance Project 080,Maintenance,Texas,16-04-2024 00:00,06-07-2024 00:00,On Track,Medium,T003,Task 003 of Bridge Maintenance Project 080,Completed,Alice,27,8706,8333,1,FALSE,task 003 bridg mainten project 080
P081,Office Building Renovation Project 081,Renovation,Pennsylvania,31-05-2024 00:00,04-01-2025 00:00,On Track,High,T001,Task 001 of Office Building Renovation Project 081,In Progress,Alice,26,1149,0,0.08,FALSE,task 001 offic build renov project 081
P081,Office Building Renovation Project 081,Renovation,Virginia,31-05-2024 00:00,03-03-2025 00:00,On Track,Medium,T002,Task 002 of Office Building Renovation Project 081,In Progress,Frank,5,5011,0,0.09,FALSE,task 002 offic build renov project 081
P081,Office Building Renovation Project 081,Renovation,North Carolina,31-05-2024 00:00,03-07-2024 00:00,On Track,High,T003,Task 003 of Office Building Renovation Project 081,Completed,Ivy,5,6163,5756,1,FALSE,task 003 offic build renov project 081
P082,Apartment Complex Development Project 082,Other,Ohio,01-07-2024 00:00,12-03-2025 00:00,On Track,Medium,T001,Task 001 of Apartment Complex Development Project 082,In Progress,Ivy,4,7524,0,0.47,FALSE,task 001 apart complex develop project 082
P082,Apartment Complex Development Project 082,Other,Florida,01-07-2024 00:00,25-09-2024 00:00,On Track,Medium,T002,Task 002 of Apartment Complex Development Project 082,Completed,Grace,10,2202,1878,1,FALSE,task 002 apart complex develop project 082
P082,Apartment Complex Development Project 082,Other,Pennsylvania,01-07-2024 00:00,17-03-2025 00:00,On Track,High,T003,Task 003 of Apartment Complex Development Project 082,In Progress,Ivy,21,6835,0,0.58,FALSE,task 003 apart complex develop project 082
P083,Commercial Center Construction Project 083,Construction,Michigan,20-03-2024 00:00,05-06-2024 00:00,Behind,Medium,T001,Task 001 of Commercial Center Construction Project 083,Completed,Alice,24,8645,8633,1,FALSE,task 001 commerci center construct project 083
P083,Commercial Center Construction Project 083,Construction,New York,20-03-2024 00:00,25-05-2024 00:00,Behind,High,T002,Task 002 of Commercial Center Construction Project 083,Completed,Charlie,19,9360,9196,1,FALSE,task 002 commerci center construct project 083
P083,Commercial Center Construction Project 083,Construction,Georgia,20-03-2024 00:00,15-06-2024 00:00,Behind,High,T003,Task 003 of Commercial Center Construction Project 083,In Progress,Charlie,28,2183,0,0.37,FALSE,task 003 commerci center construct project 083
P084,Highway Reconstruction Project 084,Other,Georgia,09-06-2024 00:00,08-05-2025 00:00,On Hold,Low,T001,Task 001 of Highway Reconstruction Project 084,Pending,Charlie,17,1713,0,0.54,FALSE,task 001 highway reconstruct project 084
P084,Highway Reconstruction Project 084,Other,North Carolina,09-06-2024 00:00,19-04-2025 00:00,On Hold,Medium,T002,Task 002 of Highway Reconstruction Project 084,In Progress,Ivy,16,6400,0,0.91,FALSE,task 002 highway reconstruct project 084
P084,Highway Reconstruction Project 084,Other,North Carolina,09-06-2024 00:00,25-03-2025 00:00,On Hold,High,T003,Task 003 of Highway Reconstruction Project 084,Pending,Eve,14,3319,0,0.2,FALSE,task 003 highway reconstruct project 084
P085,Airport Expansion Project 085,Other,Virginia,03-08-2024 00:00,18-11-2024 00:00,Completed,Low,T001,Task 001 of Airport Expansion Project 085,Pending,Alice,17,8340,0,0.02,FALSE,task 001 airport expans project 085
P085,Airport Expansion Project 085,Other,Illinois,03-08-2024 00:00,25-09-2024 00:00,Completed,High,T002,Task 002 of Airport Expansion Project 085,Completed,David,15,4749,4572,1,FALSE,task 002 airport expans project 085
P085,Airport Expansion Project 085,Other,New Jersey,03-08-2024 00:00,19-11-2024 00:00,Completed,High,T003,Task 003 of Airport Expansion Project 085,Pending,Alice,24,6222,0,0.51,FALSE,task 003 airport expans project 085
P086,Shopping Mall Renovation Project 086,Renovation,Pennsylvania,29-01-2024 00:00,10-12-2024 00:00,Completed,High,T001,Task 001 of Shopping Mall Renovation Project 086,In Progress,Eve,35,9246,0,0.54,FALSE,task 001 shop mall renov project 086
P086,Shopping Mall Renovation Project 086,Renovation,Pennsylvania,29-01-2024 00:00,25-09-2024 00:00,Completed,High,T002,Task 002 of Shopping Mall Renovation Project 086,Completed,Eve,6,7327,7120,1,FALSE,task 002 shop mall renov project 086
P086,Shopping Mall Renovation Project 086,Renovation,Virginia,29-01-2024 00:00,17-10-2024 00:00,Completed,High,T003,Task 003 of Shopping Mall Renovation Project 086,Pending,Alice,19,6331,0,0.25,FALSE,task 003 shop mall renov project 086
P087,University Dormitory Construction Project 087,Construction,California,17-02-2024 00:00,11-09-2025 00:00,On Track,High,T001,Task 001 of University Dormitory Construction Project 087,In Progress,Frank,8,2256,0,0.06,FALSE,task 001 univers dormitori construct project 087
P087,University Dormitory Construction Project 087,Construction,New York,17-02-2024 00:00,07-10-2025 00:00,On Track,Medium,T002,Task 002 of University Dormitory Construction Project 087,Pending,Bob,1,5371,0,0.45,FALSE,task 002 univers dormitori construct project 087
P087,University Dormitory Construction Project 087,Construction,North Carolina,17-02-2024 00:00,06-10-2025 00:00,On Track,High,T003,Task 003 of University Dormitory Construction Project 087,In Progress,Alice,12,2434,0,0.3,FALSE,task 003 univers dormitori construct project 087
P088,Sports Stadium Upgrade Project 088,Other,Georgia,21-07-2024 00:00,13-02-2025 00:00,Completed,High,T001,Task 001 of Sports Stadium Upgrade Project 088,In Progress,Alice,16,7504,0,0.29,FALSE,task 001 sport stadium upgrad project 088
P088,Sports Stadium Upgrade Project 088,Other,Virginia,21-07-2024 00:00,02-02-2025 00:00,Completed,Medium,T002,Task 002 of Sports Stadium Upgrade Project 088,Pending,Bob,30,7717,0,0.48,FALSE,task 002 sport stadium upgrad project 088
P088,Sports Stadium Upgrade Project 088,Other,Washington,21-07-2024 00:00,21-12-2024 00:00,Completed,High,T003,Task 003 of Sports Stadium Upgrade Project 088,In Progress,David,18,4651,0,0.77,FALSE,task 003 sport stadium upgrad project 088
P089,Public Library Renovation Project 089,Renovation,Georgia,26-05-2024 00:00,06-05-2025 00:00,On Track,Medium,T001,Task 001 of Public Library Renovation Project 089,In Progress,Grace,17,5791,0,0.75,FALSE,task 001 public librari renov project 089
P089,Public Library Renovation Project 089,Renovation,Washington,26-05-2024 00:00,18-07-2025 00:00,On Track,High,T002,Task 002 of Public Library Renovation Project 089,In Progress,Alice,4,4133,0,0.23,FALSE,task 002 public librari renov project 089
P089,Public Library Renovation Project 089,Renovation,Washington,26-05-2024 00:00,28-06-2024 00:00,On Track,Medium,T003,Task 003 of Public Library Renovation Project 089,Completed,Charlie,34,8716,8476,1,FALSE,task 003 public librari renov project 089
P090,Building a Park Project 090,Other,Michigan,11-06-2024 00:00,14-07-2024 00:00,Completed,High,T001,Task 001 of Building a Park Project 090,Completed,Ivy,21,9174,9031,1,FALSE,task 001 build park project 090
P090,Building a Park Project 090,Other,North Carolina,11-06-2024 00:00,01-09-2025 00:00,Completed,Low,T002,Task 002 of Building a Park Project 090,In Progress,Alice,27,9702,0,0.08,FALSE,task 002 build park project 090
P090,Building a Park Project 090,Other,Georgia,11-06-2024 00:00,21-10-2025 00:00,Completed,High,T003,Task 003 of Building a Park Project 090,In Progress,Bob,21,8975,0,0.96,FALSE,task 003 build park project 090
P091,Renovation of a School Project 091,Renovation,Michigan,22-05-2024 00:00,24-06-2024 00:00,On Hold,High,T001,Task 001 of Renovation of a School Project 091,Completed,Bob,23,7491,7138,1,FALSE,task 001 renov school project 091
P091,Renovation of a School Project 091,Renovation,Michigan,22-05-2024 00:00,13-03-2025 00:00,On Hold,Medium,T002,Task 002 of Renovation of a School Project 091,Pending,Eve,22,4013,0,0.92,FALSE,task 002 renov school project 091
P091,Renovation of a School Project 091,Renovation,New York,22-05-2024 00:00,21-03-2025 00:00,On Hold,Low,T003,Task 003 of Renovation of a School Project 091,Pending,Eve,33,1670,0,0.64,FALSE,task 003 renov school project 091
P092,Innovation of a Classroom Project 092,Innovation,California,03-03-2024 00:00,26-11-2024 00:00,Completed,Medium,T001,Task 001 of Innovation of a Classroom Project 092,Pending,Eve,22,6004,0,0.04,FALSE,task 001 innov classroom project 092
P092,Innovation of a Classroom Project 092,Innovation,Illinois,03-03-2024 00:00,25-09-2024 00:00,Completed,Medium,T002,Task 002 of Innovation of a Classroom Project 092,Completed,Charlie,13,9649,9485,1,FALSE,task 002 innov classroom project 092
P092,Innovation of a Classroom Project 092,Innovation,Georgia,03-03-2024 00:00,25-09-2024 00:00,Completed,High,T003,Task 003 of Innovation of a Classroom Project 092,Completed,David,11,5921,5788,1,FALSE,task 003 innov classroom project 092
P093,Construction of a Hospital Wing Project 093,Construction,Virginia,19-08-2024 00:00,21-09-2024 00:00,Completed,Low,T001,Task 001 of Construction of a Hospital Wing Project 093,Completed,Alice,40,4306,3888,1,FALSE,task 001 construct hospit wing project 093
P093,Construction of a Hospital Wing Project 093,Construction,Illinois,19-08-2024 00:00,19-04-2025 00:00,Completed,Low,T002,Task 002 of Construction of a Hospital Wing Project 093,In Progress,Grace,31,8367,0,0.75,FALSE,task 002 construct hospit wing project 093
P093,Construction of a Hospital Wing Project 093,Construction,Georgia,19-08-2024 00:00,21-09-2024 00:00,Completed,Low,T003,Task 003 of Construction of a Hospital Wing Project 093,Completed,Charlie,0,4178,4148,1,FALSE,task 003 construct hospit wing project 093
P094,Road Expansion Project 094,Infrastructure,North Carolina,28-06-2024 00:00,06-10-2024 00:00,Behind,High,T001,Task 001 of Road Expansion Project 094,In Progress,Grace,13,1773,0,0.44,FALSE,task 001 road expans project 094
P094,Road Expansion Project 094,Infrastructure,Illinois,28-06-2024 00:00,29-09-2024 00:00,Behind,High,T002,Task 002 of Road Expansion Project 094,In Progress,Ivy,20,7829,0,0.42,FALSE,task 002 road expans project 094
P094,Road Expansion Project 094,Infrastructure,Virginia,28-06-2024 00:00,23-09-2024 00:00,Behind,Medium,T003,Task 003 of Road Expansion Project 094,In Progress,Charlie,39,1447,3357,0.37,FALSE,task 003 road expans project 094
P095,Bridge Maintenance Project 095,Maintenance,Ohio,17-02-2024 00:00,02-08-2024 00:00,Behind,Medium,T001,Task 001 of Bridge Maintenance Project 095,Pending,Eve,24,8329,0,0.81,FALSE,task 001 bridg mainten project 095
P095,Bridge Maintenance Project 095,Maintenance,Illinois,17-02-2024 00:00,29-06-2024 00:00,Behind,Low,T002,Task 002 of Bridge Maintenance Project 095,In Progress,Grace,34,6160,0,0.97,FALSE,task 002 bridg mainten project 095
P095,Bridge Maintenance Project 095,Maintenance,New Jersey,17-02-2024 00:00,27-07-2024 00:00,Behind,High,T003,Task 003 of Bridge Maintenance Project 095,In Progress,Charlie,7,6083,0,0.58,FALSE,task 003 bridg mainten project 095
P096,Office Building Renovation Project 096,Renovation,Georgia,03-03-2024 00:00,06-05-2025 00:00,On Track,Low,T001,Task 001 of Office Building Renovation Project 096,Pending,Alice,17,1235,0,0.69,FALSE,task 001 offic build renov project 096
P096,Office Building Renovation Project 096,Renovation,Illinois,03-03-2024 00:00,05-01-2025 00:00,On Track,Medium,T002,Task 002 of Office Building Renovation Project 096,In Progress,Frank,20,2984,6060,0.08,FALSE,task 002 offic build renov project 096
P096,Office Building Renovation Project 096,Renovation,Ohio,03-03-2024 00:00,09-03-2025 00:00,On Track,High,T003,Task 003 of Office Building Renovation Project 096,Pending,Ivy,32,5211,0,0.92,FALSE,task 003 offic build renov project 096
P097,Apartment Complex Development Project 097,Other,Washington,08-06-2024 00:00,08-12-2024 00:00,Behind,High,T001,Task 001 of Apartment Complex Development Project 097,Pending,Ivy,9,6292,0,0.5,FALSE,task 001 apart complex develop project 097
P097,Apartment Complex Development Project 097,Other,Florida,08-06-2024 00:00,08-03-2025 00:00,Behind,Medium,T002,Task 002 of Apartment Complex Development Project 097,Pending,Grace,17,2335,0,0.2,FALSE,task 002 apart complex develop project 097
P097,Apartment Complex Development Project 097,Other,Virginia,08-06-2024 00:00,21-12-2024 00:00,Behind,High,T003,Task 003 of Apartment Complex Development Project 097,Pending,Ivy,32,3956,0,0.66,FALSE,task 003 apart complex develop project 097
P098,Commercial Center Construction Project 098,Construction,Illinois,15-08-2024 00:00,23-01-2025 00:00,Completed,Medium,T001,Task 001 of Commercial Center Construction Project 098,In Progress,Alice,12,8906,0,0.67,FALSE,task 001 commerci center construct project 098
P098,Commercial Center Construction Project 098,Construction,Texas,15-08-2024 00:00,28-01-2025 00:00,Completed,Medium,T002,Task 002 of Commercial Center Construction Project 098,Pending,Charlie,25,8346,0,0.83,FALSE,task 002 commerci center construct project 098
P098,Commercial Center Construction Project 098,Construction,Michigan,15-08-2024 00:00,27-04-2025 00:00,Completed,High,T003,Task 003 of Commercial Center Construction Project 098,In Progress,Charlie,20,5134,0,0.3,FALSE,task 003 commerci center construct project 098
P099,Highway Reconstruction Project 099,Other,New Jersey,31-05-2024 00:00,22-12-2024 00:00,Completed,Medium,T001,Task 001 of Highway Reconstruction Project 099,Pending,Charlie,7,7307,0,0.14,FALSE,task 001 highway reconstruct project 099
P099,Highway Reconstruction Project 099,Other,New York,31-05-2024 00:00,01-03-2025 00:00,Completed,High,T002,Task 002 of Highway Reconstruction Project 099,Pending,Ivy,5,9425,0,0.36,FALSE,task 002 highway reconstruct project 099
P099,Highway Reconstruction Project 099,Other,Florida,31-05-2024 00:00,11-03-2025 00:00,Completed,High,T003,Task 003 of Highway Reconstruction Project 099,Pending,Eve,19,5199,0,0.91,FALSE,task 003 highway reconstruct project 099
P100,Airport Expansion Project 100,Other,Virginia,08-08-2024 00:00,02-09-2024 00:00,On Track,Medium,T001,Task 001 of Airport Expansion Project 100,Pending,Charlie,30,2156,0,0.85,FALSE,task 001 airport expans project 100
P100,Airport Expansion Project 100,Other,Pennsylvania,08-08-2024 00:00,30-08-2024 00:00,On Track,Medium,T002,Task 002 of Airport Expansion Project 100,Pending,David,12,1502,0,0.02,FALSE,task 002 airport expans project 100
P100,Airport Expansion Project 100,Other,Virginia,08-08-2024 00:00,30-08-2024 00:00,On Track,Medium,T003,Task 003 of Airport Expansion Project 100,In Progress,Alice,38,8619,0,0.86,FALSE,task 003 airport expans project 100
